request_time,wait_time,pick_index,drop_index,order_distance,order_fare,detour_ratio
69003,360,177,4098,2350.0,8.75,0.25
69003,300,3549,2898,8398.0,31.27,1.0
69003,360,255,3331,1022.0,3.81,0.75
69003,420,4348,1134,2062.0,7.68,0.25
69003,420,1702,2407,3440.0,12.81,0.5
69004,240,260,2550,1452.0,5.41,1.0
69004,300,955,1955,1582.0,5.89,0.75
69005,480,4296,3560,7886.0,29.36,0.5
69005,420,3529,3311,3254.0,12.12,1.0
69006,480,3243,876,2309.0,8.6,1.0
69006,480,2924,3467,2321.0,8.64,1.0
69006,360,1938,2552,2967.0,11.05,1.0
69006,240,2347,3503,2102.0,7.83,0.25
69006,420,243,1129,3675.0,13.68,0.5
69007,480,4300,3910,1623.0,6.04,0.5
69007,360,955,899,4327.0,16.11,0.25
69008,300,3064,3319,4501.0,16.76,0.25
69008,360,3059,4304,2698.0,10.05,0.5
69008,420,1015,3076,1251.0,4.66,0.75
69008,480,2202,1391,2538.0,9.45,0.25
69008,420,3939,1058,3619.0,13.47,0.5
69009,480,1543,2084,2223.0,8.28,0.5
69009,360,1318,1252,1113.0,4.14,0.25
69009,480,565,1201,4797.0,17.86,0.75
69009,480,1451,414,5866.0,21.84,0.5
69009,360,3499,4288,3915.0,14.58,0.25
69010,420,692,3305,4347.0,16.19,0.25
69010,240,1719,1808,2017.0,7.51,0.25
69010,480,509,4316,2034.0,7.57,0.5
69011,360,3764,3339,3512.0,13.08,0.75
69012,360,1484,3306,3554.0,13.23,0.25
69012,300,2664,4048,2705.0,10.07,0.5
69012,480,22,3451,1812.0,6.75,0.75
69012,300,498,2537,2960.0,11.02,1.0
69013,420,1290,635,3715.0,13.83,0.5
69014,360,3663,3358,2454.0,9.14,0.75
69014,180,1899,146,4970.0,18.5,0.75
69014,300,1605,3257,2547.0,9.48,0.75
69014,180,910,3287,1403.0,5.22,0.25
69014,480,1452,135,5494.0,20.46,0.5
69016,360,2562,4567,2489.0,9.27,0.75
69016,300,198,4106,2432.0,9.06,1.0
69017,480,2549,1893,9928.0,36.97,0.5
69018,360,4538,473,2006.0,7.47,0.5
69018,240,237,3021,3006.0,11.19,0.5
69019,480,1448,3241,5718.0,21.29,0.25
69020,240,3485,2184,2041.0,7.6,1.0
69021,360,2516,1952,4628.0,17.23,0.25
69021,300,3921,781,2042.0,7.6,1.0
69021,240,4537,384,2552.0,9.5,0.75
69022,420,1817,3079,2354.0,8.76,0.25
69022,180,148,1428,2265.0,8.43,0.25
69023,240,190,3411,1577.0,5.87,0.75
69023,300,3321,2175,3231.0,12.03,0.25
69024,240,492,3425,2401.0,8.94,1.0
69024,420,2449,670,4635.0,17.26,0.5
69026,300,1799,2830,1384.0,5.15,1.0
69026,180,2448,4405,2866.0,10.67,0.75
69027,180,2876,3756,1675.0,6.24,1.0
69027,300,1696,3181,2581.0,9.61,0.5
69027,360,2276,3829,6862.0,25.55,0.75
69027,300,3337,367,1979.0,7.37,0.25
69027,300,4537,3416,2363.0,8.8,0.5
69029,240,3383,3338,2323.0,8.65,1.0
69030,300,3440,3849,7895.0,29.4,0.25
69030,300,3879,3989,3424.0,12.75,0.75
69030,240,2114,2565,1741.0,6.48,0.5
69030,480,1249,384,3799.0,14.14,0.75
69031,480,515,1801,6691.0,24.91,0.25
69033,420,3013,2296,3762.0,14.01,0.25
69034,240,2962,588,2197.0,8.18,0.75
69034,180,4237,433,1434.0,5.34,1.0
69034,240,880,4031,5068.0,18.87,1.0
69034,480,3297,837,2003.0,7.46,1.0
69035,240,4452,3833,2137.0,7.96,1.0
69035,180,3469,3062,5184.0,19.3,0.75
69035,480,1742,2915,6604.0,24.59,0.75
69036,240,510,4106,2528.0,9.41,0.75
69037,480,3611,790,4961.0,18.47,0.5
69037,180,1715,1253,1173.0,4.37,0.75
69037,480,4403,616,3644.0,13.57,1.0
69038,360,673,3790,2657.0,9.89,0.5
69039,360,2552,522,4416.0,16.44,0.25
69039,420,2127,3078,1286.0,4.79,1.0
69039,480,2711,268,2100.0,7.82,1.0
69041,240,879,1346,3469.0,12.92,1.0
69041,420,2374,1217,2217.0,8.25,1.0
69042,360,1008,1616,2662.0,9.91,0.5
69042,360,2520,2498,4450.0,16.57,1.0
69042,300,810,1638,2359.0,8.78,0.25
69043,240,257,3584,2702.0,10.06,1.0
69043,360,4322,477,2292.0,8.53,1.0
69043,480,241,422,2735.0,10.18,0.75
69043,300,1113,509,1723.0,6.42,1.0
69043,360,2104,2816,5402.0,20.11,0.5
69044,240,496,3697,2352.0,8.76,0.75
69044,300,2482,3253,7919.0,29.48,0.75
69045,480,4058,2728,4207.0,15.66,0.75
69045,180,1012,2728,2941.0,10.95,0.5
69046,420,1657,3275,2178.0,8.11,0.75
69046,360,2518,3448,3460.0,12.88,0.5
69047,480,374,330,3718.0,13.84,0.25
69047,180,502,1632,1752.0,6.52,0.5
69048,300,78,3661,1848.0,6.88,1.0
69048,480,928,2964,6826.0,25.42,0.75
69049,420,3607,3459,12227.0,45.53,0.75
69050,360,3106,3683,2095.0,7.8,0.75
69050,300,1484,1532,3505.0,13.05,0.25
69050,300,2543,2971,2311.0,8.6,1.0
69050,480,2448,3664,3508.0,13.06,0.25
69050,180,3020,815,1040.0,3.87,0.75
69050,300,4462,3269,2704.0,10.07,0.5
69051,420,3165,3014,2327.0,8.66,1.0
69052,420,3297,2714,3607.0,13.43,0.5
69052,480,1259,3901,3422.0,12.74,0.25
69052,240,2558,3039,2613.0,9.73,0.75
69052,360,3264,3469,5176.0,19.27,0.5
69052,360,1217,3271,2950.0,10.98,0.75
69052,480,2662,2295,1225.0,4.56,0.5
69052,240,2671,3308,2425.0,9.03,0.5
69053,420,3270,3579,4896.0,18.23,1.0
69053,300,3583,1887,5313.0,19.78,0.75
69053,420,1342,1613,4166.0,15.51,1.0
69054,420,4491,1543,4205.0,15.66,1.0
69054,480,1776,1421,3928.0,14.63,0.25
69055,240,3960,4481,7392.0,27.52,1.0
69055,360,2581,1116,9707.0,36.14,0.25
69055,480,2112,2468,2542.0,9.46,0.5
69056,360,1359,1233,1453.0,5.41,0.5
69056,360,2656,3018,3933.0,14.64,0.25
69056,300,3082,3771,1779.0,6.62,0.5
69056,420,2642,3767,6855.0,25.52,0.5
69056,480,4043,1735,5029.0,18.72,0.5
69056,480,2101,3531,1891.0,7.04,0.25
69056,300,3791,1478,8183.0,30.47,0.75
69056,180,1710,817,1753.0,6.53,1.0
69058,180,3937,3140,6650.0,24.76,1.0
69059,300,1327,120,2820.0,10.5,1.0
69060,180,1463,1025,3233.0,12.04,1.0
69060,240,4316,1708,5396.0,20.09,1.0
69060,300,3021,3164,2982.0,11.1,0.75
69060,300,2828,2285,5208.0,19.39,0.75
69060,480,1137,2311,4150.0,15.45,0.25
69061,180,1370,1966,2538.0,9.45,0.75
69061,360,3318,1316,1955.0,7.28,0.25
69061,420,1484,1859,3344.0,12.45,0.25
69062,300,3457,4539,3605.0,13.42,1.0
69062,480,1165,2836,3019.0,11.24,0.75
69062,180,924,503,2238.0,8.33,1.0
69062,180,4169,1449,2202.0,8.2,0.25
69063,360,4148,3636,3042.0,11.33,1.0
69063,480,26,2652,1569.0,5.84,0.75
69063,360,3705,676,3114.0,11.59,0.5
69064,240,3268,2770,6764.0,25.18,0.25
69064,240,251,2953,4887.0,18.2,0.25
69065,180,1862,806,2033.0,7.57,0.5
69066,300,1897,3014,4912.0,18.29,0.25
69066,240,4223,1222,2691.0,10.02,0.5
69067,240,1832,1804,7404.0,27.57,1.0
69067,180,3645,377,2452.0,9.13,0.75
69068,180,4540,3786,4648.0,17.31,1.0
69068,420,332,924,6617.0,24.64,0.5
69068,300,2762,1327,1608.0,5.99,1.0
69068,300,3008,2780,5552.0,20.67,1.0
69069,240,1837,722,1503.0,5.6,0.5
69069,420,994,3154,2841.0,10.58,0.25
69070,300,258,745,3150.0,11.73,0.75
69070,180,3272,4208,3033.0,11.29,0.25
69070,420,371,1886,4750.0,17.69,0.25
69071,240,3731,1111,1151.0,4.29,1.0
69072,420,1089,249,1482.0,5.52,0.5
69073,360,48,2186,2152.0,8.01,0.5
69073,420,2940,1215,3042.0,11.33,0.25
69073,480,1632,1355,2044.0,7.61,0.25
69073,240,3686,268,3393.0,12.63,0.75
69074,240,2123,522,1412.0,5.26,1.0
69074,480,3950,3442,2388.0,8.89,0.5
69074,480,3225,132,4913.0,18.29,0.25
69074,360,242,3710,3938.0,14.66,0.75
69075,360,1798,2951,4965.0,18.49,0.75
69076,180,780,1557,2238.0,8.33,0.75
69077,240,3615,748,1401.0,5.22,0.5
69077,420,2459,3208,1450.0,5.4,0.25
69078,240,3882,3110,2822.0,10.51,0.5
69078,240,1457,1522,1544.0,5.75,0.75
69079,180,2174,3645,1468.0,5.47,0.25
69080,480,3807,2324,5630.0,20.96,0.5
69080,180,914,4538,2130.0,7.93,0.75
69081,240,2624,3806,1722.0,6.41,1.0
69082,360,1235,3767,1123.0,4.18,1.0
69083,300,1379,3014,2879.0,10.72,0.75
69083,180,3009,512,4294.0,15.99,0.75
69083,360,3073,4318,7538.0,28.07,0.25
69084,360,2336,468,2057.0,7.66,0.75
69084,360,2314,1271,2671.0,9.94,0.25
69085,360,3333,4558,2650.0,9.87,1.0
69086,180,2497,1133,3661.0,13.63,0.75
69087,180,371,738,3532.0,13.15,0.75
69087,180,1475,2333,1540.0,5.73,0.25
69087,300,3591,3045,2437.0,9.07,0.75
69088,420,916,1801,5704.0,21.24,1.0
69088,300,1360,2799,5156.0,19.2,0.25
69088,300,3328,400,4093.0,15.24,1.0
69089,180,3828,3681,1683.0,6.27,0.25
69089,300,3275,4491,5855.0,21.8,0.75
69090,180,4345,3798,2954.0,11.0,0.75
69090,420,4225,2218,7362.0,27.41,0.25
69090,240,3104,2328,3486.0,12.98,1.0
69091,300,3226,1633,3842.0,14.3,1.0
69092,360,3581,2718,1679.0,6.25,1.0
69092,300,4293,4492,2433.0,9.06,0.25
69092,180,245,225,2618.0,9.75,0.25
69092,180,806,4522,4270.0,15.9,0.75
69093,240,1362,1197,4592.0,17.1,0.5
69093,240,2383,1492,2068.0,7.7,0.5
69094,420,2848,4348,2117.0,7.88,0.25
69096,240,3005,651,3581.0,13.33,0.25
69096,420,4,3923,2776.0,10.34,1.0
69096,360,3275,4348,1422.0,5.29,0.75
69096,240,1745,2484,5262.0,19.59,0.75
69097,300,4290,525,4147.0,15.44,1.0
69097,360,2453,4142,1947.0,7.25,0.5
69098,240,3789,119,2118.0,7.89,0.25
69100,420,2117,250,3067.0,11.42,0.75
69100,480,1105,4325,6632.0,24.69,0.5
69101,240,3045,3449,1838.0,6.84,1.0
69102,360,1723,3667,2008.0,7.48,0.5
69103,360,2961,1213,1712.0,6.37,0.5
69103,180,4317,3336,2370.0,8.82,0.25
69103,360,2655,3941,3036.0,11.3,0.75
69103,240,621,827,2814.0,10.48,0.25
69104,420,3308,1022,2203.0,8.2,0.5
69105,180,3284,1800,5173.0,19.26,0.5
69105,240,3234,2077,1132.0,4.21,0.25
69106,180,2161,4255,3151.0,11.73,0.5
69106,300,3211,1964,3411.0,12.7,1.0
69107,360,1611,1651,3055.0,11.37,0.75
69107,300,1368,3203,5510.0,20.52,0.5
69108,420,1368,2669,1238.0,4.61,0.5
69108,360,924,4072,2699.0,10.05,0.25
69109,480,2109,4354,2957.0,11.01,0.75
69109,300,3601,3881,2412.0,8.98,1.0
69109,360,3340,2408,3045.0,11.34,0.75
69110,180,878,2048,3059.0,11.39,0.5
69110,300,125,3334,3267.0,12.16,0.5
69110,180,1450,3272,1234.0,4.59,0.75
69111,180,881,2198,4769.0,17.76,0.5
69111,360,1138,1256,1348.0,5.02,0.25
69111,180,1725,1616,3740.0,13.93,0.25
69111,300,3538,1367,1936.0,7.21,0.5
69111,360,4014,2394,5133.0,19.11,0.25
69113,300,3275,3879,1778.0,6.62,0.75
69113,360,3225,3768,7030.0,26.17,1.0
69113,300,2246,3034,6145.0,22.88,0.25
69113,300,180,2866,4097.0,15.25,0.25
69113,240,2965,2998,2572.0,9.58,1.0
69113,420,475,3305,2841.0,10.58,0.5
69114,180,347,2463,3429.0,12.77,0.25
69114,420,1322,526,2546.0,9.48,0.5
69114,300,3021,2054,1130.0,4.21,1.0
69115,300,1697,1724,2968.0,11.05,1.0
69115,300,1669,66,7258.0,27.02,0.75
69115,420,1841,125,1845.0,6.87,1.0
69115,300,3063,2791,10861.0,40.44,0.5
69116,360,2928,825,1604.0,5.97,1.0
69116,180,3696,738,2255.0,8.4,1.0
69117,240,722,2552,6786.0,25.27,0.5
69118,300,3253,590,3053.0,11.37,0.25
69118,240,3016,1717,1664.0,6.2,0.5
69118,240,3955,2767,1249.0,4.65,0.75
69119,360,3325,1127,3128.0,11.65,0.5
69120,180,4331,2552,3863.0,14.38,0.5
69122,180,4448,1967,2028.0,7.55,0.5
69123,180,1815,1824,2298.0,8.56,0.5
69123,420,1714,2139,2978.0,11.09,0.75
69123,180,1324,3253,3896.0,14.51,0.5
69124,420,4309,3011,1030.0,3.84,0.5
69124,300,2468,2655,6496.0,24.19,1.0
69124,420,3288,2197,2786.0,10.37,0.25
69124,300,589,1327,2454.0,9.14,1.0
69125,420,3048,4248,6265.0,23.33,0.5
69125,300,385,1242,4474.0,16.66,1.0
69125,180,3433,3214,2641.0,9.83,0.5
69126,480,1264,1294,2936.0,10.93,0.5
69126,300,1290,3923,4371.0,16.27,0.5
69126,300,1635,4359,3829.0,14.26,0.25
69126,300,3811,1023,2884.0,10.74,1.0
69127,420,3000,2850,5125.0,19.08,0.25
69128,240,4321,2408,2603.0,9.69,0.5
69128,300,22,419,1558.0,5.8,0.5
69128,420,3195,570,6751.0,25.14,1.0
69128,180,4106,369,8540.0,31.8,0.5
69128,420,2395,1454,2181.0,8.12,1.0
69129,420,1355,2706,3445.0,12.83,1.0
69129,360,1497,4347,2722.0,10.13,0.75
69130,420,3796,2180,3409.0,12.69,0.5
69130,480,2556,4321,1359.0,5.06,0.25
69131,300,3276,3008,5350.0,19.92,1.0
69131,360,3594,3002,5554.0,20.68,0.75
69131,480,777,1378,1843.0,6.86,1.0
69132,240,2554,265,1513.0,5.63,0.5
69132,480,56,1791,1602.0,5.96,0.5
69133,240,279,4139,1579.0,5.88,0.25
69133,300,3266,663,2882.0,10.73,0.75
69133,240,129,3624,2033.0,7.57,0.25
69134,360,4397,940,4367.0,16.26,0.75
69134,240,4309,531,1017.0,3.79,0.25
69134,420,2297,1337,2672.0,9.95,1.0
69134,480,2672,2470,3514.0,13.08,0.5
69135,240,2330,2407,1866.0,6.95,1.0
69136,480,271,3865,1321.0,4.92,0.75
69136,480,810,738,4400.0,16.38,0.25
69137,240,3338,2449,1991.0,7.41,0.5
69137,240,1428,2193,3210.0,11.95,0.5
69138,180,3325,563,4053.0,15.09,0.5
69138,300,576,173,3358.0,12.5,0.5
69138,420,265,1720,3870.0,14.41,0.5
69140,300,3686,3845,2061.0,7.67,1.0
69141,420,727,1406,1745.0,6.5,0.75
69141,480,2395,1711,3430.0,12.77,0.25
69141,240,3532,1942,1844.0,6.87,0.5
69141,360,2115,1055,2708.0,10.08,0.5
69141,360,3127,3326,6178.0,23.0,0.5
69142,300,4442,3297,1911.0,7.12,0.75
69142,300,3045,2946,1425.0,5.31,0.5
69142,420,2084,3533,3320.0,12.36,0.75
69142,240,3180,1449,4499.0,16.75,0.25
69142,480,1457,1484,1978.0,7.36,0.75
69142,300,688,3670,5138.0,19.13,0.25
69143,480,3541,2667,3919.0,14.59,0.5
69143,300,3158,3458,3491.0,13.0,1.0
69143,180,1735,1156,5827.0,21.7,0.5
69144,360,2562,407,3701.0,13.78,0.75
69145,360,1720,1758,1847.0,6.88,1.0
69145,480,1343,3373,5883.0,21.9,0.75
69145,360,569,4324,1058.0,3.94,1.0
69146,480,3827,3681,1817.0,6.77,0.25
69146,240,1243,2196,2840.0,10.57,1.0
69146,420,3158,877,2828.0,10.53,0.25
69146,480,123,3673,1151.0,4.29,0.5
69147,420,1399,226,6804.0,25.33,0.5
69147,240,398,1530,1085.0,4.04,1.0
69147,360,3331,2407,2273.0,8.46,0.5
69147,360,2669,841,1078.0,4.01,1.0
69149,360,1621,2830,3268.0,12.17,0.5
69150,180,460,2991,3632.0,13.52,1.0
69150,480,878,2411,1572.0,5.85,0.25
69150,420,1450,4250,2273.0,8.46,0.25
69150,240,3273,1618,4239.0,15.78,0.25
69151,180,2115,523,2624.0,9.77,1.0
69151,420,3062,4346,4688.0,17.45,0.5
69152,480,535,1280,4114.0,15.32,1.0
69152,180,1678,1791,3302.0,12.29,0.25
69152,300,258,246,1430.0,5.32,1.0
69152,360,3131,245,4567.0,17.0,1.0
69153,360,2446,3488,5574.0,20.75,0.5
69153,480,1138,1337,1499.0,5.58,0.75
69153,360,3331,2553,1618.0,6.02,0.5
69153,300,4501,229,1987.0,7.4,0.5
69153,300,1739,409,3792.0,14.12,0.25
69153,480,3717,1299,1426.0,5.31,0.5
69154,300,2335,509,4589.0,17.09,1.0
69154,360,3185,1395,4786.0,17.82,0.25
69154,360,2565,2129,4582.0,17.06,0.25
69155,300,4339,3079,1169.0,4.35,0.75
69155,240,1842,1322,4347.0,16.19,1.0
69155,240,2567,2671,1318.0,4.91,0.25
69155,480,3215,3314,3234.0,12.04,0.75
69157,420,2568,2948,4639.0,17.27,0.5
69157,180,1859,452,6464.0,24.07,0.25
69157,300,567,1459,3811.0,14.19,0.25
69158,360,3799,629,4074.0,15.17,1.0
69158,480,3297,4351,1296.0,4.83,0.25
69158,300,636,580,4576.0,17.04,0.25
69158,480,1829,2331,2103.0,7.83,0.5
69159,360,1059,827,5616.0,20.91,1.0
69159,420,2688,3221,4947.0,18.42,0.5
69160,300,3532,1214,5428.0,20.21,1.0
69162,420,4535,22,2043.0,7.61,0.75
69162,300,1967,3507,6305.0,23.48,0.5
69163,240,1400,445,5100.0,18.99,0.25
69163,360,922,1039,2518.0,9.38,0.25
69164,360,2535,2175,2204.0,8.21,1.0
69164,300,3721,2086,3811.0,14.19,0.75
69164,480,1367,822,2623.0,9.77,1.0
69164,420,2876,3675,1453.0,5.41,0.5
69165,480,3455,2174,4901.0,18.25,0.5
69165,300,1204,3271,1844.0,6.87,0.75
69165,180,1294,745,2132.0,7.94,0.25
69166,360,1111,955,2855.0,10.63,0.75
69166,360,223,642,3681.0,13.71,0.5
69167,480,3046,1395,3769.0,14.03,0.75
69167,180,1643,1185,2640.0,9.83,1.0
69168,420,4169,4259,4019.0,14.96,0.5
69169,180,2684,2554,1172.0,4.36,0.5
69169,240,2927,3901,3099.0,11.54,0.25
69169,480,433,1739,1356.0,5.05,0.25
69169,420,1344,2692,3008.0,11.2,0.5
69169,360,4563,255,1259.0,4.69,1.0
69170,240,820,60,1492.0,5.56,0.5
69170,420,3479,2000,1945.0,7.24,0.25
69170,240,2187,123,1449.0,5.4,0.5
69171,300,3482,3389,1829.0,6.81,0.75
69171,420,3189,2183,6416.0,23.89,1.0
69172,180,1626,3264,3401.0,12.66,0.5
69172,240,4204,2673,1346.0,5.01,1.0
69173,240,2838,4407,4226.0,15.73,0.5
69173,360,3083,2134,1085.0,4.04,1.0
69174,360,4450,4187,15356.0,57.18,0.5
69174,300,3857,1516,2218.0,8.26,0.5
69174,300,1367,3448,3175.0,11.82,0.25
69175,300,4350,2553,4308.0,16.04,0.75
69176,180,3486,253,1860.0,6.93,0.75
69176,240,1743,3340,1233.0,4.59,1.0
69177,360,2405,2995,1127.0,4.2,0.5
69177,240,3533,3324,3427.0,12.76,1.0
69178,240,1643,3452,1887.0,7.03,0.25
69178,180,1698,2969,2196.0,8.18,0.75
69178,480,4268,3441,2344.0,8.73,0.25
69178,180,55,2560,1848.0,6.88,1.0
69178,420,4115,1346,3204.0,11.93,0.5
69179,180,1456,1075,3719.0,13.85,0.25
69179,360,1614,3302,2342.0,8.72,0.5
69179,360,1479,110,6695.0,24.93,0.75
69180,300,151,745,3088.0,11.5,0.75
69180,180,1820,1975,2136.0,7.95,1.0
69181,480,2258,1709,1267.0,4.72,0.5
69182,180,1842,2767,2032.0,7.57,0.75
69182,180,4462,910,5380.0,20.03,0.25
69183,360,1250,1908,4785.0,17.82,0.5
69183,480,857,1578,2042.0,7.6,1.0
69184,300,640,4443,6642.0,24.73,1.0
69184,420,2575,2119,8683.0,32.33,0.5
69184,360,3775,3239,1744.0,6.49,0.25
69185,360,4343,1543,1385.0,5.16,0.25
69185,180,2966,1162,3068.0,11.42,1.0
69185,180,4104,2374,1742.0,6.49,1.0
69185,420,3340,66,2077.0,7.73,0.5
69186,300,3270,18,2527.0,9.41,0.25
69186,480,3771,864,2920.0,10.87,0.5
69186,300,1157,3572,5898.0,21.96,0.5
69187,420,3026,3688,7532.0,28.04,0.25
69187,480,3021,1968,3661.0,13.63,0.75
69187,420,2490,1335,2741.0,10.21,0.25
69188,240,3760,1614,4298.0,16.0,0.5
69188,360,1799,4397,3937.0,14.66,0.25
69188,180,3340,2493,2289.0,8.52,0.5
69188,240,3574,4147,3977.0,14.81,0.5
69188,480,1767,3079,2591.0,9.65,0.5
69189,480,1472,1161,2555.0,9.51,0.25
69190,180,2317,260,2943.0,10.96,0.5
69190,480,2424,595,3474.0,12.93,0.5
69192,300,1316,3614,3280.0,12.21,0.25
69193,300,1455,3185,3334.0,12.41,1.0
69193,300,1067,3951,4088.0,15.22,0.5
69194,180,1339,2264,2733.0,10.18,0.75
69195,360,2104,4383,1680.0,6.26,0.75
69196,300,248,2627,1281.0,4.77,1.0
69196,300,1219,232,5170.0,19.25,0.75
69196,360,6,3344,1000.0,3.72,0.75
69197,300,101,1462,1638.0,6.1,0.25
69197,180,2883,1957,10996.0,40.94,0.75
69198,420,676,3462,3888.0,14.48,0.75
69198,480,3129,1287,2802.0,10.43,0.5
69198,360,3066,1713,1910.0,7.11,0.5
69199,300,2949,1247,7216.0,26.87,1.0
69199,420,1259,714,5655.0,21.06,0.75
69199,300,2554,1326,1114.0,4.15,1.0
69201,240,1484,3005,2873.0,10.7,0.5
69201,360,119,1316,6851.0,25.51,0.75
69202,480,2335,4341,3028.0,11.27,0.75
69203,240,1527,2096,3296.0,12.27,1.0
69204,480,442,4293,5018.0,18.68,0.25
69204,480,3701,3451,2582.0,9.61,0.25
69204,240,1618,3594,3659.0,13.62,0.75
69204,480,2716,1783,5391.0,20.07,0.75
69205,420,3667,3796,2866.0,10.67,0.25
69205,420,3027,1346,3829.0,14.26,0.25
69205,420,1541,1942,3597.0,13.39,1.0
69206,240,776,2565,2196.0,8.18,0.5
69206,300,3663,629,2013.0,7.5,0.75
69206,180,923,3355,1440.0,5.36,0.25
69206,420,4358,2539,5477.0,20.39,0.75
69207,480,1460,1472,1263.0,4.7,1.0
69208,360,406,706,3073.0,11.44,0.25
69208,480,2703,3613,1012.0,3.77,1.0
69209,300,271,2159,1603.0,5.97,0.75
69210,480,3754,4360,7892.0,29.38,0.25
69210,420,1400,570,3599.0,13.4,1.0
69210,480,3706,403,2784.0,10.37,0.75
69211,300,2455,4221,1837.0,6.84,1.0
69212,180,3437,1643,1230.0,4.58,1.0
69212,360,1666,2740,1807.0,6.73,0.25
69212,480,1255,1459,1436.0,5.35,0.25
69212,420,4564,3909,3979.0,14.82,0.25
69213,300,639,1568,3379.0,12.58,0.5
69213,360,1464,2609,5263.0,19.6,1.0
69214,360,2457,2948,1635.0,6.09,0.25
69214,480,3411,1224,1587.0,5.91,1.0
69216,240,3698,3730,2383.0,8.87,0.75
69216,420,3446,1653,5125.0,19.08,0.5
69216,300,548,3597,5949.0,22.15,0.5
69217,180,4104,3257,1112.0,4.14,0.5
69217,360,2328,1732,1759.0,6.55,0.25
69217,480,3642,9,4753.0,17.7,0.75
69217,420,1282,2311,1112.0,4.14,0.5
69217,420,181,3013,1777.0,6.62,0.25
69218,360,267,1289,2830.0,10.54,0.5
69219,300,4244,3844,1710.0,6.37,1.0
69220,360,1478,1626,1380.0,5.14,0.25
69221,360,4408,1255,3330.0,12.4,0.75
69222,240,1683,1620,2094.0,7.8,1.0
69222,240,4427,303,1856.0,6.91,0.25
69222,360,2536,3695,2060.0,7.67,0.25
69222,360,2394,2958,3495.0,13.01,0.75
69222,300,687,3315,3601.0,13.41,0.25
69222,180,3007,3882,2964.0,11.04,0.75
69222,420,52,2375,2250.0,8.38,1.0
69222,360,2976,1716,2884.0,10.74,0.25
69224,360,4463,3571,1765.0,6.57,0.5
69224,420,4276,117,1520.0,5.66,1.0
69225,180,1309,2332,2607.0,9.71,1.0
69227,300,4535,3662,1784.0,6.64,1.0
69227,240,2549,1724,1895.0,7.06,1.0
69228,240,2932,2483,5143.0,19.15,0.5
69228,360,2348,1257,3448.0,12.84,0.25
69231,360,55,4286,5664.0,21.09,0.5
69232,420,234,370,1636.0,6.09,0.75
69232,360,1475,107,1603.0,5.97,0.75
69232,240,26,3580,3867.0,14.4,0.5
69233,360,569,2378,2373.0,8.84,0.25
69233,480,1820,824,4776.0,17.78,0.75
69233,420,3948,243,2759.0,10.27,0.25
69233,420,878,1083,2743.0,10.21,0.75
69235,360,764,2370,4737.0,17.64,1.0
69236,480,2567,2678,1677.0,6.24,0.25
69236,240,3990,4127,2304.0,8.58,1.0
69236,240,2739,2078,2443.0,9.1,0.5
69237,240,3710,2092,5852.0,21.79,0.75
69237,360,2675,1811,1267.0,4.72,0.75
69237,420,3435,1653,3618.0,13.47,0.5
69237,480,4206,1243,4130.0,15.38,0.75
69237,180,3018,1708,5211.0,19.4,1.0
69237,480,1476,1118,4549.0,16.94,1.0
69238,240,2331,1709,1418.0,5.28,0.25
69238,300,2561,970,3432.0,12.78,0.5
69238,240,1631,269,2171.0,8.08,0.25
69238,180,246,1743,1712.0,6.37,0.75
69238,420,1204,3948,3601.0,13.41,0.25
69239,240,2795,4229,1897.0,7.06,1.0
69239,420,3715,22,4314.0,16.06,0.75
69239,480,1776,1275,3145.0,11.71,0.75
69241,360,3100,4467,3956.0,14.73,0.25
69241,420,1638,347,4143.0,15.43,0.25
69241,180,3183,2451,1286.0,4.79,1.0
69242,420,4294,1124,4708.0,17.53,0.75
69243,420,3669,2514,5461.0,20.33,0.75
69243,180,2731,972,1739.0,6.47,0.75
69243,480,999,500,2700.0,10.05,1.0
69244,300,1252,4092,3715.0,13.83,0.25
69245,420,2745,1887,2243.0,8.35,0.75
69246,360,3464,1460,2807.0,10.45,0.25
69246,180,577,2966,2210.0,8.23,0.75
69246,240,3003,2509,5591.0,20.82,1.0
69246,180,1573,289,1642.0,6.11,0.25
69246,180,3134,2739,1012.0,3.77,0.25
69246,300,3297,3396,1614.0,6.01,0.5
69246,360,1818,2878,3859.0,14.37,0.25
69247,480,3455,1010,1824.0,6.79,0.75
69247,240,1562,2552,1739.0,6.47,0.25
69248,240,3357,3354,1625.0,6.05,0.5
69249,480,3409,2322,2873.0,10.7,1.0
69250,300,2740,3683,3018.0,11.24,1.0
69250,420,291,1343,4725.0,17.59,0.5
69251,480,1423,1568,2150.0,8.01,0.5
69251,180,3911,125,8051.0,29.98,1.0
69251,180,470,2655,2926.0,10.89,0.5
69253,420,3305,1475,1713.0,6.38,0.25
69254,420,2336,2260,2140.0,7.97,0.75
69255,300,2737,2310,3681.0,13.71,1.0
69256,240,226,1734,4285.0,15.95,0.25
69257,360,4522,1324,2966.0,11.04,0.5
69257,480,3956,1457,6754.0,25.15,1.0
69257,360,2406,4262,1692.0,6.3,0.5
69257,480,4349,1054,5013.0,18.66,0.5
69258,420,4522,1734,3870.0,14.41,1.0
69258,240,4206,1235,1776.0,6.61,0.75
69258,240,1088,1791,1314.0,4.89,0.5
69258,240,3326,1976,4675.0,17.41,1.0
69259,480,1080,1397,1393.0,5.19,0.25
69259,180,3259,1907,1343.0,5.0,0.25
