request_time,wait_time,pick_index,drop_index,order_distance,order_fare,detour_ratio
70977,180,808,2203,9343.0,34.79,0.5
70977,360,3284,4031,1752.0,6.52,0.75
70978,360,3347,2703,1324.0,4.93,0.25
70979,360,3642,3437,2208.0,8.22,1.0
70979,240,181,3322,1638.0,6.1,0.25
70980,300,3102,4289,1723.0,6.42,0.25
70980,480,4523,2788,3539.0,13.18,1.0
70981,360,3226,3674,5575.0,20.76,0.5
70981,240,4459,573,1550.0,5.77,0.75
70981,240,1921,258,1852.0,6.9,0.75
70981,240,3232,824,2363.0,8.8,0.75
70981,480,2374,2462,2720.0,10.13,1.0
70983,480,877,371,2701.0,10.06,0.25
70984,180,3964,1833,3730.0,13.89,0.25
70985,360,3425,4017,3672.0,13.67,0.5
70986,300,3402,1466,2650.0,9.87,0.25
70986,180,3532,2345,3167.0,11.79,0.25
70986,240,3534,2748,2383.0,8.87,0.25
70987,300,2077,570,4516.0,16.81,0.75
70987,360,1462,1328,1599.0,5.95,0.5
70987,480,3181,2540,2105.0,7.84,0.5
70988,360,3950,640,3534.0,13.16,0.5
70988,420,271,3262,3639.0,13.55,0.25
70988,180,576,515,3449.0,12.84,0.25
70989,420,3493,1968,3231.0,12.03,0.25
70989,480,1358,2862,2189.0,8.15,0.25
70990,300,3617,4326,1652.0,6.15,0.25
70990,360,2475,1632,3043.0,11.33,0.25
70991,300,1443,4358,6386.0,23.78,0.75
70991,480,3424,2177,4954.0,18.45,0.5
70992,360,3018,261,1332.0,4.96,0.5
70992,480,2102,3645,3795.0,14.13,1.0
70993,180,3952,1892,2643.0,9.84,0.25
70993,360,2835,3294,1091.0,4.06,1.0
70993,300,3726,2225,1761.0,6.56,1.0
70993,420,2567,2464,3722.0,13.86,0.5
70993,300,3156,239,1638.0,6.1,1.0
70995,360,2403,3681,2427.0,9.04,1.0
70996,480,3916,4132,1157.0,4.31,0.5
70996,480,1708,3684,3089.0,11.5,0.5
70996,480,524,1842,5260.0,19.58,0.75
70997,420,3475,2552,6293.0,23.43,0.75
70998,180,4327,521,5118.0,19.06,0.75
71000,360,1223,1259,4972.0,18.51,0.75
71000,420,588,3682,1868.0,6.96,0.5
71000,180,53,2123,3971.0,14.79,1.0
71000,360,2996,3794,10460.0,38.95,0.5
71000,360,998,4156,1731.0,6.45,0.25
71001,240,3264,2411,2376.0,8.85,0.25
71001,420,417,3251,2825.0,10.52,0.25
71002,420,3025,1010,5776.0,21.51,0.5
71002,420,3265,2543,1308.0,4.87,0.75
71002,300,1255,3960,2112.0,7.86,0.25
71002,420,2592,740,3322.0,12.37,1.0
71003,360,20,3256,3133.0,11.67,0.25
71004,180,3756,861,3182.0,11.85,0.5
71004,180,1476,173,4279.0,15.93,1.0
71005,480,4488,1734,2278.0,8.48,0.75
71005,240,815,1578,2408.0,8.97,1.0
71005,180,2586,21,4825.0,17.97,0.75
71006,240,2363,54,3349.0,12.47,0.75
71006,300,3378,1995,1509.0,5.62,1.0
71007,240,2373,1454,1535.0,5.72,0.25
71007,180,2654,1391,7011.0,26.1,0.5
71009,420,3334,1450,1949.0,7.26,0.75
71009,480,3013,2962,2773.0,10.32,1.0
71009,420,3530,2167,1905.0,7.09,0.25
71009,360,3328,1067,2113.0,7.87,0.5
71010,420,3594,636,2361.0,8.79,1.0
71011,480,3798,2335,4653.0,17.32,0.25
71011,420,4358,4500,1253.0,4.67,1.0
71011,420,1824,1840,1879.0,7.0,1.0
71012,180,2264,2841,1912.0,7.12,0.75
71012,360,734,2564,9780.0,36.41,0.75
71012,420,3062,262,2981.0,11.1,1.0
71012,480,4239,1753,1734.0,6.46,0.75
71012,480,2184,629,6886.0,25.64,0.5
71013,180,1776,55,1125.0,4.19,0.5
71013,300,2189,503,1948.0,7.25,0.25
71014,360,4350,3024,2563.0,9.54,0.25
71015,420,924,876,1602.0,5.96,0.25
71015,360,3214,1223,1610.0,5.99,0.75
71015,240,1877,625,3124.0,11.63,0.25
71016,180,2564,665,1474.0,5.49,0.25
71016,300,1516,4105,3956.0,14.73,0.5
71016,300,825,2196,2389.0,8.9,0.5
71017,180,1034,697,2350.0,8.75,0.75
71018,480,424,3073,2855.0,10.63,0.75
71018,360,3682,1255,3133.0,11.67,0.5
71018,360,1343,1023,1792.0,6.67,0.25
71019,420,2976,934,4713.0,17.55,0.75
71019,420,2961,3164,2416.0,9.0,1.0
71019,180,1259,1034,5441.0,20.26,0.5
71019,360,391,1534,3730.0,13.89,1.0
71020,240,1739,3162,2346.0,8.73,0.75
71022,420,118,3764,6861.0,25.55,1.0
71023,360,3523,2174,1729.0,6.44,0.25
71024,360,4029,3134,5272.0,19.63,0.75
71025,480,3261,1180,1487.0,5.54,0.5
71026,180,1755,1254,5390.0,20.07,0.5
71026,420,2947,2759,2146.0,7.99,0.5
71027,480,1323,264,2110.0,7.86,0.5
71027,360,2317,573,3935.0,14.65,0.25
71027,480,2099,3305,1548.0,5.76,0.25
71027,180,3291,3784,4189.0,15.6,1.0
71028,420,2167,2132,3798.0,14.14,0.75
71029,240,2666,4221,4768.0,17.75,0.75
71029,180,4448,4095,10692.0,39.81,0.5
71029,360,722,1115,4576.0,17.04,0.5
71030,480,2792,1569,6173.0,22.98,0.5
71030,180,1254,1557,4308.0,16.04,1.0
71030,180,3975,3662,4364.0,16.25,1.0
71030,420,2733,1095,3401.0,12.66,1.0
71030,240,2946,635,1500.0,5.58,1.0
71031,420,2662,1260,2559.0,9.53,0.5
71031,480,3275,1628,2546.0,9.48,1.0
71032,480,3278,1634,3627.0,13.5,0.25
71032,240,3281,3042,4912.0,18.29,1.0
71033,360,1476,1867,4553.0,16.95,0.25
71033,300,3669,4517,5453.0,20.3,1.0
71033,240,251,3838,5437.0,20.24,1.0
71033,360,1579,709,1829.0,6.81,0.25
71033,480,4174,3211,3228.0,12.02,0.25
71033,180,1369,1926,1093.0,4.07,1.0
71033,180,508,1465,3378.0,12.58,1.0
71034,360,2529,3431,2759.0,10.27,0.5
71034,300,3336,184,2218.0,8.26,0.25
71034,420,3481,3008,3060.0,11.39,0.75
71034,240,232,3675,1588.0,5.91,1.0
71035,480,3528,899,6524.0,24.29,0.75
71035,480,954,156,2479.0,9.23,0.5
71035,480,3336,3219,1593.0,5.93,0.25
71036,420,858,3116,3407.0,12.69,0.25
71036,360,1231,1440,1112.0,4.14,0.25
71038,300,3437,3025,4452.0,16.58,0.5
71039,420,3344,2673,1202.0,4.48,0.25
71039,300,3000,2828,5601.0,20.85,1.0
71039,300,3966,2086,3995.0,14.87,0.25
71039,360,2411,237,1299.0,4.84,0.25
71039,180,826,837,2201.0,8.2,0.5
71039,360,3003,2562,2256.0,8.4,0.25
71039,480,4488,2675,1770.0,6.59,0.5
71040,480,2275,3098,3979.0,14.82,0.75
71040,360,3207,3685,3870.0,14.41,0.5
71040,300,2459,21,4629.0,17.24,0.5
71041,300,823,1118,4745.0,17.67,0.75
71041,480,3048,787,1764.0,6.57,0.75
71041,240,3703,2206,3036.0,11.3,0.25
71041,240,790,3966,3361.0,12.51,0.5
71041,240,3291,1162,4785.0,17.82,0.5
71042,360,639,3435,2592.0,9.65,0.5
71042,240,586,2691,5325.0,19.83,0.25
71042,360,2246,1022,2028.0,7.55,0.75
71042,180,2335,1734,3712.0,13.82,0.5
71042,180,3167,3454,3294.0,12.26,0.25
71043,420,374,1910,5515.0,20.53,0.25
71043,300,939,825,2130.0,7.93,0.5
71043,480,2110,928,5477.0,20.39,0.25
71044,300,1297,3013,3030.0,11.28,1.0
71044,180,2210,3192,4244.0,15.8,0.25
71044,480,1811,637,1563.0,5.82,0.5
71045,420,1440,3938,3190.0,11.88,0.75
71045,300,3163,3886,1322.0,4.92,0.75
71045,360,2711,3641,6058.0,22.56,1.0
71045,240,21,3318,1672.0,6.23,0.75
71046,180,3331,2167,1699.0,6.33,1.0
71046,240,1021,3936,7393.0,27.53,0.25
71047,480,3185,1059,1698.0,6.32,0.25
71048,420,4552,4330,1938.0,7.22,0.25
71048,240,1258,1475,2249.0,8.37,1.0
71049,180,1450,3387,2455.0,9.14,0.25
71049,360,3236,1595,3227.0,12.02,1.0
71049,180,2023,3418,5300.0,19.73,0.25
71049,480,3764,1892,2818.0,10.49,0.5
71050,300,60,38,2966.0,11.04,0.5
71051,420,1438,1551,4161.0,15.49,0.75
71051,480,1343,3060,2373.0,8.84,0.25
71051,180,906,531,3245.0,12.08,0.75
71051,240,857,3182,1962.0,7.31,0.75
71051,420,3239,3806,2743.0,10.21,0.5
71051,300,1301,1012,3619.0,13.47,1.0
71052,240,2885,2674,5954.0,22.17,0.25
71052,300,1678,1006,5448.0,20.28,0.25
71053,300,3011,3442,1763.0,6.56,1.0
71053,480,4558,3789,3506.0,13.05,0.5
71054,360,123,1994,2506.0,9.33,0.5
71054,180,1249,827,1434.0,5.34,0.5
71054,420,3300,3027,1981.0,7.38,0.25
71055,360,2473,2449,1379.0,5.13,0.5
71055,300,1340,2335,5825.0,21.69,1.0
71055,180,3236,4260,2468.0,9.19,0.5
71055,420,2114,3048,2858.0,10.64,1.0
71055,420,4141,1935,1910.0,7.11,0.5
71056,300,4119,2100,2039.0,7.59,0.75
71056,480,1344,227,4745.0,17.67,0.5
71057,420,1475,1653,4348.0,16.19,0.25
71058,480,3964,3578,2610.0,9.72,1.0
71058,300,1462,1733,6356.0,23.67,0.25
71058,240,3285,3229,1243.0,4.63,1.0
71059,180,3936,239,3250.0,12.1,0.75
71059,300,1839,2196,1889.0,7.03,1.0
71059,180,4317,2359,4370.0,16.27,0.5
71059,360,825,2748,2271.0,8.46,1.0
71060,360,2941,4018,7611.0,28.34,0.75
71060,360,2529,834,1466.0,5.46,0.5
71060,240,2317,377,2968.0,11.05,0.5
71060,420,1921,3328,1023.0,3.81,0.75
71060,360,2439,4257,1791.0,6.67,0.25
71061,420,3363,1540,3964.0,14.76,0.75
71061,180,565,714,4606.0,17.15,0.25
71062,180,2110,2468,2942.0,10.95,0.25
71062,300,1921,1283,5685.0,21.17,0.75
71063,300,3005,1343,2162.0,8.05,1.0
71063,300,1778,210,3367.0,12.54,1.0
71063,360,4496,3511,1529.0,5.69,1.0
71064,360,3284,1256,1370.0,5.1,0.75
71064,240,42,2010,2904.0,10.81,0.5
71064,360,3809,4083,4299.0,16.01,1.0
71065,480,1014,1911,6891.0,25.66,0.5
71065,420,3294,976,3800.0,14.15,0.75
71066,300,3278,1635,3352.0,12.48,0.5
71066,240,4092,2731,3657.0,13.62,0.75
71066,180,3936,2924,1204.0,4.48,0.75
71066,240,3311,206,2129.0,7.93,0.75
71067,360,1478,251,1479.0,5.51,0.75
71067,300,2539,639,4866.0,18.12,0.75
71068,240,63,3652,5920.0,22.04,0.75
71069,360,3293,1652,3271.0,12.18,0.75
71069,360,399,286,1596.0,5.94,0.75
71069,240,3729,4479,4878.0,18.16,0.75
71070,360,52,2514,3761.0,14.0,0.75
71070,420,268,1960,1587.0,5.91,0.5
71071,300,3463,3482,1553.0,5.78,0.5
71071,480,3684,3747,1422.0,5.29,0.75
71071,240,24,1883,3776.0,14.06,0.75
71072,240,1946,1941,3857.0,14.36,0.25
71072,480,21,2076,2603.0,9.69,0.25
71072,480,1217,4495,3165.0,11.78,0.25
71072,240,109,3009,6114.0,22.76,0.25
71073,360,1916,18,3545.0,13.2,0.5
71073,300,1243,3690,3867.0,14.4,0.5
71074,480,3061,4535,6336.0,23.59,0.5
71075,360,2685,970,3267.0,12.16,0.75
71076,360,2966,3217,7495.0,27.91,0.75
71076,360,546,2612,4217.0,15.7,0.5
71076,240,1978,2071,3411.0,12.7,0.75
71076,300,293,2930,4800.0,17.87,1.0
71077,300,1859,503,1817.0,6.77,0.75
71077,240,1031,1208,2469.0,9.19,1.0
71077,240,481,1712,2022.0,7.53,0.25
71077,240,826,1066,3262.0,12.15,0.25
71078,420,1859,1022,3103.0,11.55,0.5
71079,420,4422,4031,1694.0,6.31,1.0
71080,480,541,2859,2031.0,7.56,0.5
71080,480,3689,3313,3222.0,12.0,0.75
71081,240,1454,486,2503.0,9.32,1.0
71081,420,2579,3376,4851.0,18.06,0.75
71082,420,2434,3481,4799.0,17.87,0.75
71082,240,269,3187,1941.0,7.23,0.25
71082,360,3736,1970,15990.0,59.54,0.75
71082,180,3181,2467,3129.0,11.65,1.0
71082,180,2449,3732,3386.0,12.61,0.75
71082,240,1241,4114,3287.0,12.24,0.25
71083,360,240,1519,1853.0,6.9,1.0
71083,300,1469,1543,1063.0,3.96,0.75
71083,180,1697,4554,1784.0,6.64,0.5
71084,420,674,138,1672.0,6.23,1.0
71085,300,2334,637,2732.0,10.17,1.0
71086,420,1626,2665,1952.0,7.27,1.0
71087,360,2412,1462,2905.0,10.82,1.0
71087,300,785,2188,1948.0,7.25,1.0
71087,420,3807,1237,1745.0,6.5,0.75
71087,180,243,3014,1737.0,6.47,0.25
71088,180,1584,2468,5136.0,19.12,1.0
71088,180,2471,66,2259.0,8.41,0.25
71089,300,3674,235,1789.0,6.66,0.5
71089,480,2772,2135,1244.0,4.63,1.0
71089,480,1368,1714,2789.0,10.38,0.5
71089,420,3642,4509,3953.0,14.72,0.75
71090,180,1067,1454,1425.0,5.31,0.25
71090,360,1130,1335,3863.0,14.38,0.5
71090,180,1048,1135,6695.0,24.93,0.75
71091,180,1186,3260,2297.0,8.55,0.75
71091,360,4367,1720,7151.0,26.63,1.0
71091,360,1969,3389,6635.0,24.7,0.5
71091,360,1604,1167,3691.0,13.74,0.5
71091,480,3321,1478,1233.0,4.59,0.5
71092,240,3297,3532,2212.0,8.24,0.5
71092,180,257,2168,2710.0,10.09,0.5
71092,300,2198,4503,6685.0,24.89,1.0
71092,360,1458,1342,2071.0,7.71,0.25
71092,180,1244,4201,4139.0,15.41,0.75
71092,180,1823,3095,3657.0,13.62,0.5
71092,480,1079,1457,2754.0,10.25,1.0
71092,360,692,1454,4700.0,17.5,0.75
71093,180,4169,2567,4043.0,15.05,0.75
71093,480,526,29,3616.0,13.46,0.5
71094,420,4223,483,4274.0,15.91,0.25
71094,180,4141,457,2059.0,7.67,1.0
71094,300,1771,3275,3190.0,11.88,0.25
71094,300,528,1534,2818.0,10.49,0.75
71094,240,3273,402,2330.0,8.68,0.5
71094,300,2887,426,3691.0,13.74,0.5
71095,420,896,3232,1628.0,6.06,0.25
71095,240,175,1989,5016.0,18.68,0.5
71095,420,416,4533,2387.0,8.89,0.25
71096,180,241,3877,2496.0,9.29,0.5
71097,420,3356,279,2931.0,10.91,0.5
71098,300,1433,2655,7239.0,26.95,1.0
71098,240,3570,2090,3806.0,14.17,0.25
71099,180,565,4325,3347.0,12.46,0.75
71099,360,245,1463,1234.0,4.59,1.0
71099,360,2962,3445,2921.0,10.88,0.5
71099,240,527,416,3246.0,12.09,0.5
71099,300,573,1829,3386.0,12.61,0.25
71100,480,2620,236,3026.0,11.27,0.25
71100,180,1258,3922,3713.0,13.82,0.5
71100,300,196,2193,7037.0,26.2,0.25
71100,360,3683,1745,5913.0,22.02,0.5
71101,420,1741,3326,4082.0,15.2,0.75
71101,420,2275,2140,3929.0,14.63,0.5
71101,240,1233,2491,1938.0,7.22,0.5
71102,480,1484,3884,3981.0,14.82,0.25
71102,420,4026,257,3596.0,13.39,0.25
71103,300,1650,834,4137.0,15.4,0.75
71103,480,1382,876,1900.0,7.07,0.75
71103,300,686,3255,3467.0,12.91,0.75
71104,240,955,3340,2606.0,9.7,0.75
71104,180,1625,2092,4867.0,18.12,0.5
71104,480,1811,4015,5692.0,21.19,1.0
71104,480,3449,1435,3004.0,11.18,0.25
71105,480,3705,4252,7994.0,29.76,0.75
71105,240,4328,2488,3815.0,14.2,1.0
71106,360,1371,4007,3054.0,11.37,0.25
71107,420,630,53,3372.0,12.56,1.0
71107,180,3305,1217,3114.0,11.59,0.5
71107,360,2695,126,2358.0,8.78,1.0
71107,300,3353,2670,5039.0,18.76,0.75
71108,480,1817,2405,2073.0,7.72,0.75
71108,480,2490,510,1441.0,5.37,0.25
71108,360,2776,2606,2621.0,9.76,0.75
71108,360,2213,2175,7340.0,27.33,0.75
71109,300,3011,295,1994.0,7.42,0.25
71109,360,2357,1653,5270.0,19.62,0.75
71110,180,2652,1721,1611.0,6.0,1.0
71110,300,569,2473,3058.0,11.39,0.25
71110,480,2012,3217,2779.0,10.35,0.25
71110,480,4247,3431,3058.0,11.39,0.75
71112,180,2726,3558,2251.0,8.38,0.5
71113,300,3021,2070,4949.0,18.43,1.0
71113,420,2759,4558,4556.0,16.96,0.75
71113,360,4318,2317,3990.0,14.86,0.5
71113,480,3039,2514,2447.0,9.11,0.25
71114,180,2121,2127,1584.0,5.9,0.75
71114,240,3937,1021,6955.0,25.9,1.0
71114,420,3657,536,5310.0,19.77,0.25
71114,300,1237,1767,3667.0,13.65,0.75
71115,180,1652,577,2077.0,7.73,0.25
71115,240,416,255,6495.0,24.18,0.75
71115,180,3299,3436,1773.0,6.6,1.0
71115,300,4442,2087,5199.0,19.36,0.5
71116,420,3072,3029,1417.0,5.28,0.75
71116,360,3937,596,4141.0,15.42,0.75
71116,300,1455,2128,2078.0,7.74,0.25
71116,240,522,2712,2732.0,10.17,0.25
71116,300,3897,1196,1380.0,5.14,0.5
71116,180,1839,3226,1763.0,6.56,0.5
71117,180,2275,3939,1531.0,5.7,1.0
71118,300,3939,1713,1647.0,6.13,0.5
71118,360,200,3486,4350.0,16.2,0.75
71118,360,2281,2926,2355.0,8.77,0.75
71119,240,3792,2526,2099.0,7.82,1.0
71119,420,588,1778,3230.0,12.03,1.0
71119,420,1339,736,2858.0,10.64,0.25
71119,420,2268,1857,2024.0,7.54,1.0
71120,360,3476,3626,3554.0,13.23,1.0
71121,360,3798,2947,2405.0,8.95,1.0
71121,240,3229,1596,2086.0,7.77,0.75
71121,360,2407,1461,1911.0,7.12,1.0
71122,180,2847,2285,5038.0,18.76,0.5
71122,420,249,417,6293.0,23.43,0.5
71122,360,2122,2200,3154.0,11.74,0.25
71123,240,2775,3920,6480.0,24.13,0.5
71123,240,3344,4456,4806.0,17.89,0.75
71123,480,1712,2027,2714.0,10.11,1.0
71123,480,1475,4286,5037.0,18.75,0.25
71124,180,1611,691,4885.0,18.19,0.5
71125,420,1298,1428,1797.0,6.69,1.0
71125,180,103,4324,3163.0,11.78,0.25
71125,300,1241,3032,3239.0,12.06,1.0
71127,300,1335,3089,3754.0,13.98,0.75
71127,420,788,575,1590.0,5.92,0.75
71127,180,3613,1228,3095.0,11.52,1.0
71128,180,4322,1170,2702.0,10.06,0.5
71128,480,1210,293,2646.0,9.85,0.75
71128,300,2064,2516,2055.0,7.65,0.75
71128,480,1368,2695,1299.0,4.84,1.0
71128,240,964,4503,1601.0,5.96,1.0
71128,420,1999,344,1364.0,5.08,0.25
71129,300,3403,2594,4107.0,15.29,0.5
71129,360,3760,3641,3834.0,14.28,0.75
71129,300,4066,4322,3066.0,11.42,0.75
71130,240,828,3328,2434.0,9.06,1.0
71130,480,237,1392,1211.0,4.51,0.25
71131,420,3686,3238,1865.0,6.94,0.5
71131,300,834,4254,2136.0,7.95,1.0
71131,360,1975,2541,2624.0,9.77,0.25
71132,360,546,2293,2431.0,9.05,0.25
71132,360,3009,1329,1545.0,5.75,0.25
71133,360,1697,1249,3851.0,14.34,0.25
71134,420,2015,137,2210.0,8.23,0.5
71134,360,77,2562,4815.0,17.93,0.75
71134,240,2642,358,1076.0,4.01,0.5
71135,480,4223,3649,4251.0,15.83,1.0
71135,480,3164,3275,1610.0,5.99,0.5
71135,420,3272,2612,2831.0,10.54,1.0
71137,480,2549,4327,2553.0,9.51,0.25
71137,180,3192,3325,1883.0,7.01,0.5
71137,240,2671,2947,4418.0,16.45,1.0
71138,300,796,567,3299.0,12.28,1.0
71138,240,3206,4360,1455.0,5.42,0.25
71138,240,3164,1908,4869.0,18.13,0.5
71139,300,1323,2554,1070.0,3.98,1.0
71140,420,3298,1211,2242.0,8.35,1.0
71140,300,1840,3183,2952.0,10.99,1.0
71140,180,1387,3578,3325.0,12.38,1.0
71141,240,481,1088,1983.0,7.38,1.0
71141,240,2195,3439,2772.0,10.32,1.0
71142,240,2560,1287,3784.0,14.09,0.5
71142,420,1451,3014,1303.0,4.85,1.0
71143,420,2644,423,1987.0,7.4,0.25
71143,360,3528,3281,1051.0,3.91,0.75
71144,480,3698,1778,4214.0,15.69,0.25
71145,240,3387,2727,7781.0,28.97,0.25
71145,420,588,2556,2163.0,8.05,0.5
71145,300,1258,1127,4468.0,16.64,0.25
71146,300,4080,2394,4908.0,18.27,0.75
71146,180,1247,4437,3645.0,13.57,0.25
71146,240,3014,1711,2315.0,8.62,0.25
71146,240,798,4536,7646.0,28.47,0.5
71147,300,1243,744,2464.0,9.17,0.25
71147,300,541,1211,2407.0,8.96,0.25
71147,360,3297,4442,1908.0,7.1,1.0
71147,420,3327,2969,3995.0,14.87,0.25
71147,180,3719,4557,4270.0,15.9,0.25
71148,180,21,1440,5699.0,21.22,1.0
71148,420,3644,2509,4708.0,17.53,0.25
71148,420,1911,270,4948.0,18.42,0.25
71149,360,3008,4274,3976.0,14.8,0.75
71149,360,3543,114,2421.0,9.01,0.5
71149,360,2966,3334,4284.0,15.95,0.5
71150,480,3729,1519,4515.0,16.81,0.5
71150,240,645,3882,1001.0,3.73,0.5
71150,300,3927,544,4715.0,17.56,0.25
71151,480,148,3080,1350.0,5.03,0.5
71151,240,4031,2335,2109.0,7.85,0.75
71151,480,695,3269,2633.0,9.8,0.25
71151,180,4354,3526,1677.0,6.24,1.0
71151,480,2633,3338,4722.0,17.58,0.5
71151,420,1135,1249,1369.0,5.1,0.5
71151,480,2945,3618,3516.0,13.09,1.0
71152,360,2648,2079,2311.0,8.6,1.0
71152,180,1506,1991,2620.0,9.76,0.75
71152,420,1810,136,1470.0,5.47,0.5
71152,360,3460,3764,1623.0,6.04,1.0
71153,300,1115,2490,2088.0,7.77,0.5
71153,300,3041,4258,3117.0,11.61,0.5
71153,300,2557,3070,3446.0,12.83,0.5
71153,240,1521,686,2669.0,9.94,0.75
71154,180,3273,215,3477.0,12.95,0.75
71154,240,4031,1240,1692.0,6.3,1.0
71155,480,2020,2936,10543.0,39.25,0.25
71155,180,563,261,3493.0,13.01,0.25
71156,480,2635,1454,3519.0,13.1,1.0
71156,180,1066,3443,2953.0,10.99,0.5
71156,240,4362,1258,4687.0,17.45,1.0
71157,300,3697,137,4800.0,17.87,0.75
71158,300,4028,1258,3551.0,13.22,1.0
71158,180,4262,1159,1204.0,4.48,0.75
71159,360,4333,966,4022.0,14.98,1.0
71159,480,938,3573,3030.0,11.28,0.25
71160,180,4279,1711,1510.0,5.62,0.5
71161,420,573,3210,1993.0,7.42,1.0
71162,180,4559,215,3928.0,14.63,0.75
71162,420,1368,2511,3304.0,12.3,0.25
71163,300,1104,1297,5068.0,18.87,0.75
71163,420,3163,621,1201.0,4.47,0.5
71163,480,1721,3682,1236.0,4.6,0.75
71163,300,2885,3818,1998.0,7.44,0.75
71163,360,2656,3043,1955.0,7.28,0.5
71163,480,1024,366,3529.0,13.14,0.25
71164,240,1290,3931,3652.0,13.6,0.5
71164,180,2676,2647,1989.0,7.41,1.0
71164,300,4027,1162,1632.0,6.08,0.25
71165,360,2527,2330,2386.0,8.88,0.75
71166,420,3719,3284,3805.0,14.17,0.25
71167,300,1921,2000,2219.0,8.26,0.25
71167,240,1284,244,3329.0,12.39,1.0
71168,300,1883,498,5549.0,20.66,0.25
71168,180,1400,2558,1952.0,7.27,1.0
71168,300,4339,1626,1351.0,5.03,0.25
71168,180,1934,2564,6790.0,25.28,1.0
71169,300,1323,74,3401.0,12.66,0.5
71170,300,4337,3074,5043.0,18.78,0.75
71170,240,3209,2277,1540.0,5.73,0.25
71170,180,243,2478,6066.0,22.59,0.75
71170,180,1337,166,3609.0,13.44,0.25
71170,480,4538,1886,1650.0,6.14,0.75
71170,360,2027,4227,1382.0,5.15,0.5
71171,420,2628,2347,3146.0,11.71,0.75
71171,480,2204,1259,4850.0,18.06,0.5
71171,360,1329,1176,10906.0,40.61,0.5
71171,180,2579,2869,2384.0,8.88,0.5
71172,360,3697,1127,2961.0,11.02,0.75
71172,180,1653,273,5952.0,22.16,0.75
71173,180,2175,3872,3783.0,14.09,0.75
71173,420,2488,54,5317.0,19.8,0.25
71173,480,1990,3089,2097.0,7.81,0.75
71173,300,3964,3005,2060.0,7.67,0.75
71173,180,3032,1014,1534.0,5.71,0.25
71173,300,4163,1426,1563.0,5.82,0.25
71174,480,51,2100,1319.0,4.91,1.0
71174,360,3989,2705,4046.0,15.06,0.75
71174,240,3299,4408,3424.0,12.75,0.75
71175,480,2594,3064,3622.0,13.49,0.5
71176,300,3579,2539,4550.0,16.94,0.75
71176,480,3588,506,3593.0,13.38,0.25
71176,180,731,3747,5033.0,18.74,0.5
71177,300,510,3472,1534.0,5.71,0.75
71177,180,3342,3583,4372.0,16.28,0.5
71177,240,502,1478,1226.0,4.56,1.0
71177,180,3830,3374,2008.0,7.48,0.75
71177,480,2394,3476,2167.0,8.07,1.0
71178,180,971,2237,6584.0,24.51,0.5
71178,420,3318,1791,1880.0,7.0,0.75
71178,420,3532,3951,5881.0,21.9,0.25
71179,300,639,569,2501.0,9.31,0.5
71179,240,3291,4345,2334.0,8.69,0.25
71180,180,271,3701,7260.0,27.03,0.75
71181,240,2560,1338,4536.0,16.89,0.25
71182,480,3180,848,2192.0,8.16,1.0
71182,420,2538,3245,2479.0,9.23,0.75
71182,240,575,3966,2427.0,9.04,0.25
71182,480,143,2730,1221.0,4.55,0.25
71183,240,2180,1233,1380.0,5.14,0.5
71186,420,3955,2995,4191.0,15.6,0.75
71186,360,687,1283,2006.0,7.47,1.0
71186,180,827,486,1585.0,5.9,0.75
71187,480,1811,2093,3838.0,14.29,0.5
71188,300,65,3326,6812.0,25.36,1.0
71188,420,3336,1328,2759.0,10.27,0.25
71189,300,1476,4092,1358.0,5.06,0.25
71190,480,4477,4429,1661.0,6.18,0.5
71190,420,4312,3719,2541.0,9.46,0.75
71192,480,173,4460,2901.0,10.8,0.25
71193,240,3752,1983,3502.0,13.04,0.5
71193,180,3529,1648,6633.0,24.7,0.75
71194,420,2992,564,1373.0,5.11,1.0
71194,180,1448,3733,7822.0,29.12,0.25
71194,300,3886,331,3787.0,14.1,0.75
71194,240,1113,284,4926.0,18.34,0.75
71195,420,4522,564,1991.0,7.41,0.5
71195,420,4028,86,3101.0,11.55,0.25
71195,240,1611,1379,3087.0,11.49,1.0
71195,180,3698,148,3952.0,14.71,1.0
71196,180,3796,1898,2591.0,9.65,1.0
71196,240,1660,106,2986.0,11.12,0.75
71196,360,3438,2131,3140.0,11.69,0.5
71196,420,3643,2161,2801.0,10.43,0.25
71196,420,2995,646,1550.0,5.77,0.75
71197,480,1259,3822,4227.0,15.74,1.0
71197,240,2325,1262,4429.0,16.49,1.0
71197,240,2211,4539,6947.0,25.87,1.0
71198,480,3334,2224,3513.0,13.08,0.25
71198,240,1462,4465,1287.0,4.79,1.0
71199,180,1451,2071,6995.0,26.04,1.0
71200,240,4567,94,3155.0,11.75,0.5
71200,240,1711,261,3803.0,14.16,0.75
71200,240,4104,2473,3054.0,11.37,0.25
71200,420,1464,3631,4542.0,16.91,1.0
71201,360,3061,3189,3188.0,11.87,0.25
71201,240,859,2694,3420.0,12.73,1.0
71201,300,4345,801,1876.0,6.98,0.75
71201,240,3201,249,4636.0,17.26,0.75
71201,360,175,3732,3781.0,14.08,1.0
71201,480,2526,3601,2616.0,9.74,0.5
71202,420,4395,1969,1360.0,5.06,0.75
71202,480,422,4256,1496.0,5.57,0.5
71202,240,4246,2878,1645.0,6.12,0.75
71203,240,3272,3433,2774.0,10.33,0.5
71204,360,1778,931,1649.0,6.14,0.75
